no,name,brand,category,img,emoji,has_settings,inputs,outputs,func,ports_raw
645,Camplex FIBERJUICE,Camplex,Kabel Serat Optik SDI Ringan (Optical Fiber SDI),,🔧,0,Kabel Serat Taktis|Other; Konektor Lemo ST|Other,,Kabel urat kaca penyalur gambar video sejauh 25 kilometer tanpa butuh pemancar ulang (booster) mustahil dilakukan oleh kabel tembaga BNC biasa yang mati di 100 meter,"Kabel Serat Taktis, Konektor Lemo ST"
646,Convex Security Mirror 18 Inch,Convex,Layar Kaca Cermin Sudut Pengawas,,🔧,0,Kaca Cembung Akrilik|Power; Baut Dinding Sudut|LAN,,Kaca cembung minimarket dipasang di pojok ruang kontrol agar operator switcher bisa melirik melihat ada tamu nyelonong masuk dari pintu belakang tanpa harus menoleh,"Kaca Cembung Akrilik, Baut Dinding Sudut"
647,AC Infinity CLOUDPLATE T7,AC,Kipas Angin Pembuang Panas Rak (Rack Fan),,🔧,0,Layar Suhu Digital|Other; Kipas Ganda Rak 2U|LAN,,Kipas cerdas pengukur suhu mendeteksi kepanasan mesin server lalu otomatis mempercepat hisapan angin membuang udara mendidih keluar rak kabinet,"Layar Suhu Digital, Kipas Ganda Rak 2U"
648,Kondor Blue Mini Lock Quick Release,Kondor,Sistem Kunci Tripod Instan Lepas (Quick Release),,🔧,0,Sistem Capit Logam Tekan|Other; Pin Penahan Putar|Other,,Gesper sabuk pengaman super mini pengunci erat layar monitor kecil atau mikrofon di bodi kamera yang bisa dilepas pasang hanya memencet satu tuas tombol tanpa memutar baut,"Sistem Capit Logam Tekan, Pin Penahan Putar"
649,Pro Tapes Pro Spike,Pro,Penanda Tape Lantai Panggung (Spike Tape),/images_real/real_0636.jpg,🔧,0,Pita Kertas Warna Neon 0.5 Inci|Other,,Lakban neon kecil warna warni penanda tanda silang X lantai panggung instruksi bisu dimana artis harus berhenti berjalan agar tepat masuk ke area fokus sorotan lampu,Pita Kertas Warna Neon 0.5 Inci
650,Hosa YPP-111 Y-Cable,Hosa,Kabel Pemisah Suara B Stereo,,🔧,0,"1x TRS 1|Audio; 4"" Laki ke 2x TS 1|Other; 4"" Perempuan|Other",,Kabel garpu pencabang satu colokan output audio kiri kanan (stereo) dibelah menjadi dua colokan terpisah kiri murni dan kanan murni masuk ke lubang mixer analog,"1x TRS 1, 4"" Laki ke 2x TS 1, 4"" Perempuan"
651,Swit S-3812S Fast Charger,Swit,Alat Pengatur Tekanan Baterai,,🔧,0,Pelat V-Mount Ganda|Power; LCD Arus Voltase|Other,,Mesin penjahit nyawa baterai kamera raksasa pengisi daya kilat berkecepatan 6 Ampere menghidupkan kembali baterai kosong total menjadi penuh dalam waktu kurang dari dua jam,"Pelat V-Mount Ganda, LCD Arus Voltase"
652,Fujikura One-Click Cleaner,Fujikura,Alat Pembersih Konektor Kaca (Fiber Cleaner),,🔧,0,Alat Suntik Tekan Kering|Other; Tali Pembersih Mikro|Other,,Pena penghapus debu ajaib sekali klik menyeka kotoran tak kasat mata dari ujung pin serat optik penangkal sinyal video macet akibat secercah debu halus,"Alat Suntik Tekan Kering, Tali Pembersih Mikro"
653,Shure A56D Universal Microphone Mount,Shure,Dudukan Mikrofon Drum Jepit (Drum Mic Clip),,🔧,0,Rahang Logam Berlekuk|Other; Ulir Mic 5|Audio; 8|Other,,Klem baja penjepit pinggiran panci snare drum tempat bertengger mic menahan guncangan gempa pukulan drumer tanpa ikut bergetar memantulkan suara bising besi,"Rahang Logam Berlekuk, Ulir Mic 5, 8"
654,Cerevo FlexTally,Cerevo,Kotak Penerjemah Sinyal Tally Kamera Nirkabel,,🔧,0,Unit Penerima Baterai Lampu Merah|Other; Sinyal Wi-Fi|Other,,"Lampu Tally tanpa kabel dipasang di atas kamera bergerak bebas keliling ruangan murni mengambil aba-aba ""sedang tayang"" dari mesin switcher melalui tembakan sinyal wifi","Unit Penerima Baterai Lampu Merah, Sinyal Wi-Fi"
655,Dekoni Audio Elite Sheepskin Earpads,Dekoni,Bantalan Telinga Headphone Kulit Domba,,🔧,0,Busa Memori Inti|Other; Penutup Kulit Asli|Other,,Sepasang donat telinga kulit empuk pengganti busa bawaan pabrik mengisolasi bocoran suara luar sekaligus tak membuat kuping editor berkeringat panas setelah 8 jam editing,"Busa Memori Inti, Penutup Kulit Asli"
656,AJA U-TAP SDI,AJA,Kotak Modul Pemancar Video Komputer,,🔧,0,SDI In|SDI; USB-A 3.0 Out Bus Powered|LAN,,Dongle baja anti peluru perubah gambar kabel BNC menjadi layaknya webcam tertancap di laptop tanpa butuh aliran adaptor colokan listrik PLN eksternal,"SDI In, USB-A 3.0 Out Bus Powered"
657,Tilta 15mm LWS Lens Support,Tilta,Modul Penahan Dudukan Lensa Sinema (Lens Support Bracket),,🔧,0,Tiang Sangga Tengah|Other; Penjepit Batang Rel 15mm|Other,,Tongkat cagak gigi penyangga perut lensa bioskop panjang yang sangat berat menyelamatkan sekrup leher kamera dari retakan patah leher (mount patah) akibat gravitasi,"Tiang Sangga Tengah, Penjepit Batang Rel 15mm"
658,DK-Technologies PT0760M,DK-Technologies,Lampu Indikator Sinyal Audio Digital,,🔧,0,Layar Tampilan Bar Vektor|LAN; AES3 In|Audio,,Meteran pengukur keras volume siaran stasiun TV jarum warna penunjuk level desibel (dB) penjaga ketat agar audio acara tidak meledak (clipping) menyalahi standar undang-undang penyiaran,"Layar Tampilan Bar Vektor, AES3 In"
659,Doughty T55510 Safety Wire,Doughty,Pengaman Jatuh Lampu (Safety Bond),,🔧,0,Kawat Baja Putih Tenunan|Other; Karabiner Baja|Other,,Tali tameng nyawa kedua pengikat kaitan lampu sorot ke pipa atap penjamin lampu panas 30 kilo tidak menimpa kepala penonton saat klem utamanya tiba-tiba hancur rontok,"Kawat Baja Putih Tenunan, Karabiner Baja"
660,Think Tank Photo Pixel Pocket Rocket,Think,Kotak Pelindung Memori Flash (Card Case),,🔧,0,Dompet Kain Nylon Lipat|LAN; Kantong Plastik Transparan|Other,,Tas dompet gantungan kunci penyimpan harta karun 10 keping memori SD Card berjejer rapi melindungi hasil liputan agar tidak tercecer jatuh masuk ke sela sofa saat perjalanan pulang,"Dompet Kain Nylon Lipat, Kantong Plastik Transparan"
661,Anton Bauer 4-Position Battery Belt,Anton,Sabuk Tali Pinggang Baterai Beban (Battery Belt),,🔧,0,Sabuk Kulit|Other; 4x Plat Baterai Gold Mount|Other,,Ikat pinggang taktis pemindah beban 4 batu bata baterai listrik dari pundak kameramen turun ke pinggul menyalurkan energi tahan seharian syuting ke kamera melalui satu kabel perut,"Sabuk Kulit, 4x Plat Baterai Gold Mount"
662,Kabel RP-SMA Male to Female Pigtail,RP-SMA,Kabel Ekstensi Antena WiFi Kamera,,🔧,0,Konektor Ulir Kuningan|Other; Kabel Koaksial Rendah Rugi|Other,,Tali perpanjangan antena pemindah posisi titik siar pemancar sinyal (router/kamera nirkabel) melewati halangan pilar beton panggung mencari titik sinyal bebas hambatan garis lurus,"Konektor Ulir Kuningan, Kabel Koaksial Rendah Rugi"
663,Prism Lens FX Dream Filter,Prism,Lensa Efek Cahaya Cacat (Lens Flare Filter),,🔧,0,Kaca Filter Optik Prisma Ulir|Power,,Kaca bundar pemecah ketajaman steril kamera digital membengkokkan titik lampu menjadi cahaya berpendar buram mirip adegan kilas balik (flashback) pada film romantis,Kaca Filter Optik Prisma Ulir
664,SafCord Velcro Cable Cover,SafCord,Sistem Penutup Kabel Lantai Tipis,,🔧,0,Karpet Nilon Kasar|Other; Tepi Lem Velcro|Other,,Karpet jalan penyembunyi kabel merayap merekat kuat bagai lem di atas karpet lantai hotel tanpa isolasi gaffer tape (tidak merusak karpet hotel saat dicabut panitia),"Karpet Nilon Kasar, Tepi Lem Velcro"
665,Radial ProAV2,Radial,Kotak Penyesuai Sinyal Audio Komputer,,🔧,0,"RCA|Audio; 3.5mm|Audio; 1|Other; 4"" In|Other; 2x XLR Out Stereo Pasif|Audio",,Kotak Swiss Army pisau lipat audio penerima segala jenis colokan musik HP dan Laptop yang loyo dan mendengung dirubah menjadi colokan XLR bersih siap masuk ke mixer panggung,"RCA, 3.5mm, 1, 4"" In, 2x XLR Out Stereo Pasif"
666,Noctua NF-A14 PWM,Noctua,Sistem Pembuangan Angin Panas PC (PC Exhaust),,🔧,0,Kipas Pendingin 140mm|LAN; Bantalan Karet Anti Getar|LAN,,Baling baling pesawat pendingin radiator PC penyiaran berputar sangat kencang meredakan suhu mesin namun sangat hening tanpa bising deru angin masuk ke mic kondensor studio,"Kipas Pendingin 140mm, Bantalan Karet Anti Getar"
667,Setwear Combo Tool Belt,Setwear,Sabuk Gantungan Bor Panggung (Tool Belt),,🔧,0,Kain Cordura Tahan Lama|Other; Kantung Paku dan Obeng|Other,,Sabuk tukang bangunan pelindung paha teknisi lampu menyimpan lakban obeng pengupas kabel sarung tangan tanpa harus turun naik tangga berulang kali mengambil alat jatuh,"Kain Cordura Tahan Lama, Kantung Paku dan Obeng"
668,Canare L-2.5CHD,Canare,Kabel Video BNC Fleksibel Tipis (Slim BNC),,🔧,0,Konektor BNC Krimp|Other; Kabel Tembaga Miniatur|Other,,Tali video HD-SDI bertubuh sangat langsing seperti lidi lentur ditelusupkan rapi berkelok di sempitnya sasis besi pelindung kamera gimbal stabilisator tanpa menyangkut putaran motor mesin,"Konektor BNC Krimp, Kabel Tembaga Miniatur"
669,Rycote Mini Windjammer,Rycote,Busa Anti Angin Mikrofon (Wind Muff),,🔧,0,Bulu Tiruan Abu-abu Sintetis|Other; Karet Elastis|Other,,Tupai bulu sarung kepala mic kamera mirrorless pemecah hembusan angin laut sehingga suara ngevlog di pinggir pantai tidak terdengar suara gemuruh mendem,"Bulu Tiruan Abu-abu Sintetis, Karet Elastis"
670,Lumina Networks SDN Controller,Lumina,Sistem Kontrol Jaringan IT Siaran,,🔧,0,Perangkat Lunak Pengatur|Other; GUI Dashboard|Other,,Otak polisi lalu lintas pengatur aliran data internet pembagi jalan prioritas utama anti macet khusus untuk paket video NDI (Quality of Service) agar sinyal tidak nge-lag gara gara ada kru yang mendownload file,"Perangkat Lunak Pengatur, GUI Dashboard"
671,Kupo 115-inch Master C-Stand,Kupo,Tripod Lampu Berbahan Baja Tahan Karat,,🔧,0,Baja Krom Tahan Karat|Other; Ulir Rem Cakram Kuat|Other,,Kaki tiga tiang cahaya perak penyangga sejati panggung (standar hollywood) seberat tank menahan tiupan angin padang pasir tanpa goyah dan tak berkarat diguyur hujan asam,"Baja Krom Tahan Karat, Ulir Rem Cakram Kuat"
672,Prompter People ProLine Plus 19,Prompter,Layar Teleprompter Khusus Tampilan Jauh,/images_real/real_0657.jpg,🔧,0,Kaca Pembagi Berengsel|Power; Monitor Kecerahan Tinggi 1000 Nits|Other,,Mesin pembaca naskah kaca cermin gajah berukuran 19 inci memampukan presiden membaca teks pidato kenegaraan tanpa kacamata dari kejauhan jarak 7 meter,"Kaca Pembagi Berengsel, Monitor Kecerahan Tinggi 1000 Nits"
673,Dan Dugan Automixer Plugin,Dan,Perangkat Lunak Pengendali Volume Suara Otomatis,,🔧,0,Perangkat Lunak Prosesor|Other; Format VST|Other; AU|Other,,Robot ajaib pengatur volume 10 narasumber talkshow otomatis menarik turunkan fader mixer tanpa tangan manusia (jika satu orang bicara mic yang lain otomatis mengecil menghindari gema ruangan),"Perangkat Lunak Prosesor, Format VST, AU"
674,Pro Tapes Pro Gaffer Tape,Pro,Lakban Khusus Panggung (Gaffer),/images_real/real_0659.jpg,🔧,0,Kain Kapas Tahan Panas|Other; Lem Karet Sintetis|Other,,Lakban hitam legendaris pengikat kabel tebal ke lantai beton panggung yang merekat sangat kuat namun bisa dikelupas bersih tanpa meninggalkan sisa lem lengket sedikitpun,"Kain Kapas Tahan Panas, Lem Karet Sintetis"
675,RF Venue DISTRO4,RF,Distributor Sinyal Antena Radio,,🔧,0,BNC In Ganda|Other; 4x BNC Out|Other; Power DC Out|LAN,,Pembagi sinyal radio menyedot tangkapan dari sepasang antena sirip hiu dan mendistribusikannya merata ke empat receiver mic nirkabel tanpa ada penurunan kualitas sinyal,"BNC In Ganda, 4x BNC Out, Power DC Out"
676,Behringer MicroMON MA400,Behringer,Kotak Penyesuai Sinyal Headphone,,🔧,0,XLR In Out|Audio; 1|Other; 4 Inci Headphone Out|Other,,Penguat suara telinga mungil yang memungkinkan drumer mendengarkan gabungan suara klik metronom dari laptop dan suara mic vokalis secara bersamaan dalam satu earphone,"XLR In Out, 1, 4 Inci Headphone Out"
677,BirdDog Studio NDI,BirdDog,Konverter Video Jaringan (NDI),,🔧,0,SDI In Out|SDI; HDMI In Out|HDMI; RJ45 PoE|LAN,,Kotak baja pengubah kamera siaran konvensional menjadi sumber video internet (NDI) yang bisa ditarik oleh komputer vMix mana saja di seluruh gedung hanya dengan mencolok kabel LAN,"SDI In Out, HDMI In Out, RJ45 PoE"
678,Peak Design Slide Lite,Peak,Sistem Tali Pengaman Kamera Terjun,/images_real/real_0661.jpg,🔧,0,Jangkar Kevlar Lepas Cepat|Other; Gesper Logam|Other,,Tali leher kamera silang dada berdesain sabuk pengaman mobil yang bisa dipanjangkan atau dipendekkan dalam satu tarikan jari saat fotografer berlari mengejar momen,"Jangkar Kevlar Lepas Cepat, Gesper Logam"
679,Kinotehnik LCDVF,Kinotehnik,Kaca Pembesar Layar Monitor Lapangan,,🔧,0,Bingkai Magnetik Layar|Other; Lensa Optik Karet Telinga|Other,,Bantalan mata karet penutup layar LCD kamera DSLR mengubah layar kecil menjadi jendela bidik raksasa yang bebas silau matahari saat syuting film dokumenter di siang bolong,"Bingkai Magnetik Layar, Lensa Optik Karet Telinga"
680,Blackmagic DaVinci Resolve Speed Editor,Blackmagic,Papan Tombol Pintar Pemotong Video,,🔧,0,USB-C|USB; Konektivitas Bluetooth Internal|Wireless,,Papan ketik khusus editor warna berhiaskan roda putar besi raksasa pencari titik potong video secara presisi frame-per-frame tanpa perlu menyentuh mouse komputer,"USB-C, Konektivitas Bluetooth Internal"
681,LumenRadio CRMX Nova,LumenRadio,Pengontrol Cahaya LED Jarak Jauh,,🔧,0,DMX 5-Pin In Out|Other; Antena Radio Taktis|Other,,Pemancar data tata cahaya nirkabel menembus tembok beton mengirimkan perintah pergantian warna lampu dari meja operator ke lampu sorot yang dipasang di atas gedung seberang,"DMX 5-Pin In Out, Antena Radio Taktis"
682,RTS ODIN Digital Intercom,RTS,Sistem Komunikasi Interkom Matrix,,🔧,0,RJ45 OMNEO Dante|LAN; Analog 2-Wire 4-Wire|Other,,Otak sentral komunikasi stasiun televisi tempat sutradara bisa memilih berbicara secara pribadi hanya ke kameramen 1 atau berteriak ke seluruh kru lantai panggung secara serentak,"RJ45 OMNEO Dante, Analog 2-Wire 4-Wire"
683,Manfrotto 114MV Tripod Dolly,Manfrotto,Alas Dudukan Beroda Kaki Tripod,,🔧,0,3x Roda Rem Individu|LAN; Pengunci Kaki Karet|Other,,Segitiga beroda pengubah tripod statis kaku menjadi mesin peluncur memuluskan pergerakan geser kamera mendekati subjek di atas lantai studio yang rata,"3x Roda Rem Individu, Pengunci Kaki Karet"
684,CalDigit TS4 Thunderbolt 4 Dock,CalDigit,Pengganda Port USB Komputer PC,,🔧,0,Thunderbolt 4 In|USB; 18x Port Ekspansi (USB|LAN; LAN|LAN; SD)|Other,,Terminal stasiun pelabuhan pembelah satu colokan laptop menjadi 18 jalur koneksi berkecepatan dewa penyuplai daya ke layar 8K dan hardisk SSD sekaligus,"Thunderbolt 4 In, 18x Port Ekspansi (USB, LAN, SD)"
685,PortaBrace Rain Slicker,PortaBrace,Kain Pelindung Hujan Anti Suara,,🔧,0,Kain Nilon Tahan Air|Other; Jendela Plastik Mika Bening|Other,,Jas hujan kamera tebal berinsulasi yang bukan hanya menolak air badai tapi juga meredam suara rintik hujan agar tidak bocor masuk ke dalam rekaman mikrofon senapan,"Kain Nilon Tahan Air, Jendela Plastik Mika Bening"
686,Teradek Bolt 4K LT 750,Teradek,Pemancar Video Tanpa Kompresi,,🔧,0,SDI In Out|SDI; HDMI|HDMI; Antena Pengarah|Other,,Tukang pos pengantar gambar resolusi tinggi memancarkan video dari kamera berlari ke monitor sutradara sejauh 200 meter tanpa delay sepersekian detik pun,"SDI In Out, HDMI, Antena Pengarah"
687,SmallRig Half Cage for Sony,SmallRig,Sistem Tumpukan Kotak Kamera (Rigging),,🔧,0,Kerangka Logam Aluminium|Other; Lubang Ulir 1|Other; 4 3|Other; 8|Other,,Baju zirah separuh badan penahan benturan kamera mirrorless penyedia puluhan lubang sekrup kosong tempat menancapkan mikrofon lampu dan layar monitor tambahan,"Kerangka Logam Aluminium, Lubang Ulir 1, 4 3, 8"
688,X-Rite i1Display Pro,X-Rite,Alat Pembaca Warna Monitor (Colorimeter),,🔧,0,Sensor Lensa Optik USB|USB; Perangkat Lunak Kalibrasi|Other,,Mata robot penempel layar pengukur kecerahan dan akurasi warna RGB mengoreksi warna monitor desainer grafis agar hasil cetakan poster persis sama dengan yang di layar,"Sensor Lensa Optik USB, Perangkat Lunak Kalibrasi"
689,ARRI Junior 650 Plus,ARRI,Lampu Sorot Fresnell Tungsten,,🔧,0,Kabel Listrik Daya Tinggi|Power; Lensa Kaca Fresnel|Power,,Lampu bohlam kuning panas klasik industri film pencipta bayangan paling tajam dan warna kulit paling natural yang tak bisa ditiru sempurna oleh lampu LED modern,"Kabel Listrik Daya Tinggi, Lensa Kaca Fresnel"
690,Asus ROG Rapture GT-AX11000,Asus,Antena Router Pemancar Internet Jauh,/images_real/real_0671.jpg,🔧,0,8x Antena Wi-Fi 6|Other; Port LAN 2.5G|LAN,,Router laba laba raksasa penembak sinyal internet tiga pita (Tri-Band) penguasa jaringan nirkabel menolak lag patah patah walau 20 HP kru terkoneksi bersamaan,"8x Antena Wi-Fi 6, Port LAN 2.5G"
691,Rode PSA1+ Pro Studio Arm,Rode,Penyangga Mikrofon Podcaster Lentur,,🔧,0,Engsel Pegas Internal|Other; Penjepit Meja Putar|Other,,Lengan robotik meja mikrofon penyiar radio yang pegasnya bersembunyi di dalam selongsong besi bergerak naik turun tanpa mengeluarkan suara decit per perabotan lawas,"Engsel Pegas Internal, Penjepit Meja Putar"
692,Furman M-8x2 Power Conditioner,Furman,Alat Pengatur Tegangan Listrik (Stabilizer),,🔧,0,9x Colokan Listrik AC|Power; Pemutus Sirkuit Otomatis|Other,,Gawang penjaga gawang listrik menyaring arus kotor PLN panggung menyuapi listrik murni tanpa desis ke mesin audio mahal dan memutus arus jika ada petir menyambar,"9x Colokan Listrik AC, Pemutus Sirkuit Otomatis"
693,Century Optics .3X Ultra Fisheye,Century,Konverter Lensa Lebar (Wide Angle Adapter),,🔧,0,Dudukan Ulir Lensa Depan Kamera|Other,,Kaca cembung raksasa tempelan depan lensa pengubah pandangan standar menjadi mata ikan ekstrim penangkap seluruh ruangan sempit cocok untuk liputan olahraga ekstrem,Dudukan Ulir Lensa Depan Kamera
694,Sound Devices MixPre-6 II,Sound,Alat Perekam Suara Lapangan Portabel,/images_real/real_0248.jpg,🔧,0,4x XLR Input Preamplifier 32-Bit Float|Audio; USB-C|USB,,Mesin perekam suara tak tertembus cacat berfitur teknologi 32-bit yang mustahil suaranya pecah (clipping) walau sang aktor tiba tiba berteriak sekencang mungkin di depan mic,"4x XLR Input Preamplifier 32-Bit Float, USB-C"
695,Mogami Gold ADAT Lightpipe,Mogami,Kabel Serat Optik Audio Digital,,🔧,0,Konektor Optik TOSLINK|Other; Serat Kaca Polimer|LAN,,Tali penghantar cahaya laser pembawa 8 saluran audio digital murni menyeberang antar dua mesin soundcard tanpa ada risiko dengung arus listrik tanah (ground loop),"Konektor Optik TOSLINK, Serat Kaca Polimer"
696,Boss DB-90 Dr. Beat Metronome,Boss,Penghitung Ketukan Musik Panggung,/images_real/real_0675.jpg,🔧,0,Layar LCD|Other; Speaker Internal|Other; Jack Headphone|Audio,,Mesin detak jantung pemandu tempo pemain drum panggung memiliki suara manusia penghitung ketukan memastikan tempo lagu live tidak melambat atau mempercepat tak terkendali,"Layar LCD, Speaker Internal, Jack Headphone"
697,Lilliput Q15 15.6 Inch,Lilliput,Layar Sentuh Multiview Pengarah Siaran,,🔧,0,12G-SDI|SDI; HDMI 2.0 In Out|HDMI; Layar Sentuh Tally|Other,,Televisi koper logam asisten produser menampilkan 4 sudut pandang kamera sekaligus di lapangan lengkap dengan indikator garis aman potong gambar (safe area) standar stasiun TV,"12G-SDI, HDMI 2.0 In Out, Layar Sentuh Tally"
698,Radial J48 Active Direct Box,Radial,Kotak Penurun Sinyal Bass (DI Box Khusus),,🔧,0,1|Other; 4 Inci Input|Other; XLR Out|Audio; 48V Phantom Power|Audio,,Penerjemah handal pengubah sinyal gitar akustik lemah berisik ditenagai listrik hantu (phantom) didorong menjadi sinyal XLR kelas berat melintasi 50 meter kabel panggung tanpa cacat,"1, 4 Inci Input, XLR Out, 48V Phantom Power"
699,Joby GorillaPod 5K Kit,Joby,Tripod Mini Kaki Gurita (Gorillapod),,🔧,0,Kaki Sendi Bola Fleksibel|LAN; Kepala Ballhead Arca|Audio,,Kaki penyangga kamera bunglon bisa dililitkan kuat memeluk dahan pohon atau tiang rambu lalu lintas menahan beban kamera 5 kilogram dengan stabil,"Kaki Sendi Bola Fleksibel, Kepala Ballhead Arca"
